pair_id	sid	tid	speaker	utt	sum	interval_sum_label	interval_last_label
PP2708	3	9	PP2708-A	そうでしょ、アンラッキーになるって言われたら絶対したくなくなっちゃうよね。よかった同じ考えの人が居て。		3時間後_5日後	5日後
PP2708	3	10	PP2708-B	私はニンジンがわりと好きだけどね。小学校のお友達も、ニンジンが嫌いな子が多いのかな？	私は人参が好きです。	3時間後_5日後	5日後
PP2708	3	11	PP2708-A	すごいね！結構クラスメートは嫌いな子が多いよ。大人になると、食べられるようになるのかな？		3時間後_5日後	5日後
PP2708	3	12	PP2708-B	それはどうだろうね、私の兄弟は大人になってもニンジンが嫌いだって言ってるよ。	私には兄弟がいます。	3時間後_5日後	5日後
PP2708	4	1	PP2708-A	嫌いなものを好きになる方法ってあるかな？		3時間後_5日後_5時間後	5時間後
PP2708	4	2	PP2708-B	自分はこれが好きなんだ、ていう暗示をかけてみるのはどう？	私は自己暗示を提案します。	3時間後_5日後_5時間後	5時間後
PP2708	4	3	PP2708-A	暗示って催眠術みたいなものだっけ？効果ありそうだね。		3時間後_5日後_5時間後	5時間後
PP2708	4	4	PP2708-B	私は目立つのがすごく嫌いなんだけど、前の仕事でスピーチするときに、自己暗示で何とか乗り切ったよ。詳しく書いてある本があるから、良かったら貸すよ。	私は目立つのが苦手ですが、自己暗示で乗り切りました。	3時間後_5日後_5時間後	5時間後
PP2708	4	5	PP2708-A	めっちゃうれしい。小学生でも読めるかな？		3時間後_5日後_5時間後	5時間後
PP2708	4	6	PP2708-B	ちょっと難しい言葉があるかもしれないから、その時は教えてあげるね。でもどうして急に嫌いなものを失くしたいと思ったの？		3時間後_5日後_5時間後	5時間後
PP2708	4	7	PP2708-A	それはね、占いの本を見てみたら嫌いなものを食べられるようになったらいいことがあるって書いてあったからなんだ。だから頑張って好きになってみようと思ったんだ。	私は占いの本で嫌いなものを克服しました。	3時間後_5日後_5時間後	5時間後
PP2708	4	8	PP2708-B	まだ小学生なのに偉いね。私もいつまでも夢見てないで、そろそろちゃんと働かないとな。でも朝起きるの苦手なんだよね。	私は早起きが苦手です。	3時間後_5日後_5時間後	5時間後
PP2708	4	9	PP2708-A	わたしも目覚ましがないと起きられないよ。いいお仕事が見つかるといいね。	私は目覚ましがないと起きられません。	3時間後_5日後_5時間後	5時間後
PP2708	4	10	PP2708-B	そうだねこの高身長をいかして、倉庫の整理でもやってみるかな。ちょうど募集してるの見かけたから。面接上手くいくように祈っててよ！	私は高身長です。	3時間後_5日後_5時間後	5時間後
PP2708	4	11	PP2708-A	きっと上手くいくようお祈りするね。頑張ってね。		3時間後_5日後_5時間後	5時間後
PP2708	4	12	PP2708-B	なんだか受かる気がしてきたよ、ありがとう。		3時間後_5日後_5時間後	5時間後
PP2708	5	1	PP2708-A	ねえねえ、聞いて聞いてー！		3時間後_5日後_5時間後_2日後	2日後
PP2708	5	2	PP2708-B	どうしたのー？		3時間後_5日後_5時間後_2日後	2日後
PP2708	5	3	PP2708-A	昨日、学校で発育測定やったんだよ。		3時間後_5日後_5時間後_2日後	2日後
PP2708	5	4	PP2708-B	発育測定？それって伸長を測ったりするの？		3時間後_5日後_5時間後_2日後	2日後
PP2708	5	5	PP2708-A	そう。身長と体重だよ。なんと、2学期の時よりも3センチも伸びててびっくり！		3時間後_5日後_5時間後_2日後	2日後
PP2708	5	6	PP2708-B	すごいね、3cmも伸びたの？実はね私もこの間の健診で身長を測ったら、1cm伸びていたんだ。		3時間後_5日後_5時間後_2日後	2日後
PP2708	5	7	PP2708-A	えー！あなたって大人じゃなかったっけ。何歳くらいまでなら背って大きくなるものなの？		3時間後_5日後_5時間後_2日後	2日後
PP2708	5	8	PP2708-B	そうだよ。わたしももう身長って止まったと思っていたから驚いちゃった。30代でも身長って伸びるんだね。		3時間後_5日後_5時間後_2日後	2日後
PP2708	5	9	PP2708-A	すごーい！じゃあ私もあと20年くらい、一年に1cmずつでも伸びないかな。そしたらモデルだってなれそうかも？		3時間後_5日後_5時間後_2日後	2日後
PP2708	5	10	PP2708-B	ふふ、きっと伸びるよ。モデルだって夢じゃない！私は本当は目立つのが苦手だから、もう少し身長が低くなってくれると嬉しいんだけれどね。		3時間後_5日後_5時間後_2日後	2日後
PP2708	5	11	PP2708-A	うーん、もらえるならあなたの身長を分けてほしいよ！		3時間後_5日後_5時間後_2日後	2日後
PP2708	5	12	PP2708-B	10cmくらいもらってほしいものです。でも、心配しなくても、きっと大きく成長しますよ。		3時間後_5日後_5時間後_2日後	2日後
PP2782	1	1	PP2782-A	こんにちは。郵便局員をしていますが、最近とても忙しいです。あなたはどうですか？	私は郵便局員です。私はとても忙しいです。		
PP2782	1	2	PP2782-B	定年退職して家でゆっくりしてるよ。	私は定年退職をしました。		
PP2782	1	3	PP2782-A	それは羨ましい！どんなことをして過ごしているんですか？			
PP2782	1	4	PP2782-B	趣味の釣りばっかりしてるよ。	私は釣りをよくします。		
PP2782	1	5	PP2782-A	いいですね！海釣りですか？それとも川？			
PP2782	1	6	PP2782-B	もっぱら海だね。髪の毛薄いから、毛糸の帽子かぶって防寒対策してる。	私は髪の毛が薄いです。私は海釣りをします。		
PP2782	1	7	PP2782-A	あはは！そうなんですね！わたしなぜか年上の人に好かれて、釣りってたまに連れてってもらうんですよ！楽しいですよね。	私は年上の人に好かれます。私はたまに釣りをします。		
PP2782	1	8	PP2782-B	どんどん髪の毛が抜けちゃって…。でもお虫歯は1本もないよ！そこだけは自慢かな。釣り楽しいよ。	私は虫歯が１本もありません。		
PP2782	1	9	PP2782-A	虫歯がないすごいですね！そうそう、私高所恐怖症なんですけど、何かいい克服方法ってありませんかね？	私は高所恐怖症です。		
PP2782	1	10	PP2782-B	私も高所恐怖症だから克服法知りたいよ。	私は高所恐怖症です。		
PP2782	1	11	PP2782-A	あ、同じなんですね！とても親近感がわきます！			
PP2782	1	12	PP2782-B	ま、妻と熟年離婚したしマイペースに楽しむよ。	私は熟年離婚をしました。		
PP2782	2	1	PP2782-A	こんばんは。いま、忙しい時間ですか？		5時間後	5時間後
PP2782	2	2	PP2782-B	いやぁ。もう定年退職してるし、妻とも離婚したし一日ゆっくりだね。	私は定年退職しています。私は妻と離婚しました。	5時間後	5時間後
PP2782	2	3	PP2782-A	そういえば離婚されたって言ってましたよね。そしたら、夕飯とかどうされてるんですか？		5時間後	5時間後
PP2782	2	4	PP2782-B	自分で作ってるよ。虫歯もないし固いものもどんどん食べられるしね。	私は自分で食事を作ります。私は虫歯がありません。	5時間後	5時間後
PP2782	2	5	PP2782-A	すごい、健康なんですね！やっぱりご自身で釣った新鮮な魚を食べてるからですかね？		5時間後	5時間後
PP2782	2	6	PP2782-B	そうなんだよ。それくらいしか楽しみがないしね。あなたは嫌いなものとかないの？	私は自分が釣った魚を食べます。	5時間後	5時間後
PP2782	2	7	PP2782-A	それ、聞いちゃいます？セロリが苦手なんですよー。	私はセロリが苦手です。	5時間後	5時間後
PP2782	2	8	PP2782-B	そうなんだ。体にいいのに。好き嫌いしてたら私みたいに髪の毛薄くなっちゃうよ。	私は髪の毛が薄いです。	5時間後	5時間後
PP2782	2	9	PP2782-A	あはは！それは嫌だなあ。あと、配達の時、帽子かぶるようにしたほうがいいですかね？	私は髪の毛が薄くなるのは嫌です。	5時間後	5時間後
PP2782	2	10	PP2782-B	蒸れて余計髪の毛に悪いんじゃない？		5時間後	5時間後
PP2782	2	11	PP2782-A	逆に？なんか日焼けも頭皮に良くないって聞いたんですけど、どっちですかね？		5時間後	5時間後
PP2782	2	12	PP2782-B	たしかに。どっちも悪いか。		5時間後	5時間後
PP2782	3	1	PP2782-A	こんにちは、今日は年末年始の代休なんです。今年も年賀状の配達大変だったなぁ。	私は郵便局の配達員です。	5時間後_5日後	5日後
PP2782	3	2	PP2782-B	ああ、郵便配達したんだね。最近は年賀状が少ないし、昔ほど負担はかからないんじゃないのかな？		5時間後_5日後	5日後
PP2782	3	3	PP2782-A	確かに職場のマダムたちはこれでも昔よりは枚数少ない方よ、と言っていました。あなたは年賀状を書いていますか？	私の職場には年上の人がいます。	5時間後_5日後	5日後
PP2782	3	4	PP2782-B	うん、届いてから返事を書くようにはしてるんだけどね。でも定年退職してからは毎年枚数が減っていってるよ。なんだか悲しいね。	私は定年退職をしています。私は年賀状の返事を書いています。	5時間後_5日後	5日後
PP2782	3	5	PP2782-A	そうなんですか。最近年賀状仕舞する人も増えているっていいますもんね。あなたは今日はどんな風に過ごすんですか？		5時間後_5日後	5日後
PP2782	3	6	PP2782-B	今日は釣りに行こうかなと思ってるよ。毎日が日曜日みたいなものでずっと家にいるから、生活に張り合いがなくて良くないね。	私は釣りをします。	5時間後_5日後	5日後
PP2782	3	7	PP2782-A	釣りいいですね。何か新しい趣味を見つけるのとかはどうですか？		5時間後_5日後	5日後
PP2782	3	8	PP2782-B	それも考えてるけど、さすがにこの年齢から新しいことを始めるって言うのは難しそうでねえ。知り合いがいない場所に行くのもなかなか勇気がいるしね。	私は新しいことを始めるのは難しい年齢です。	5時間後_5日後	5日後
PP2782	3	9	PP2782-A	確かにそうですよね。そういえば、この間外でオムライスを食べたら、具にセロリが入っていました。		5時間後_5日後	5日後
PP2782	3	10	PP2782-B	そうなの？セロリくらい入っててもおかしくなさそうだけど、どうかしたのかな。		5時間後_5日後	5日後
PP2782	3	11	PP2782-A	オムライスにセロリって結構ある組み合わせなんですか？私セロリが嫌いだから全然食べれませんでした。お店の方に悪いことしたなぁ。	私はセロリが嫌いです。	5時間後_5日後	5日後
PP2782	3	12	PP2782-B	ああ、そういえばそう言ってたよね。髪だけじゃなくて記憶も薄れてきちゃったかな。	私は髪の毛が薄いです。	5時間後_5日後	5日後
PP2782	4	1	PP2782-A	さっき同僚に聞いたんですが、記憶力アップのためには数独パズルがいいそうですよ。そういうのお好きですか？		5時間後_5日後_1時間後	1時間後
PP2782	4	2	PP2782-B	パズルは昔よくやっていたよ。やり始めると時間があっという間だよね。	私は昔パズルをしました。	5時間後_5日後_1時間後	1時間後
PP2782	4	3	PP2782-A	いい暇つぶしになりますよね。寒くて釣りに行かない日にうってつけですね。私も年上の友人と、競って解いてますよ。	私はパズルを解いています。私には年上の友人がいます。	5時間後_5日後_1時間後	1時間後
PP2782	4	4	PP2782-B	それは楽しそうだね。今日は代休だったっけ？ゆっくりしてるかな？		5時間後_5日後_1時間後	1時間後
PP2782	4	5	PP2782-A	久しぶりの休みなんで、ダラダラとゲームしてます。RPG系って時間がかかるんですよね。	私は休みにゲームをします。私はRPG系が好きです。	5時間後_5日後_1時間後	1時間後
PP2782	4	6	PP2782-B	ゲームいいね、私は独り身だし毎日が暇だよ。	私は独り身です。私は毎日暇です。	5時間後_5日後_1時間後	1時間後
PP2782	4	7	PP2782-A	ペットとか飼わないんですか？		5時間後_5日後_1時間後	1時間後
PP2782	4	8	PP2782-B	ペットっていいものなの？飼ったことないんだ。	私はペットを飼ったことがありません。	5時間後_5日後_1時間後	1時間後
PP2782	4	9	PP2782-A	私は犬が好きで、昔実家で飼ってました。もう家族の一員で、すごく癒されますよ。犬猫ならどっちがお好きですか？	私は犬好きです。私は昔犬を飼っていました。	5時間後_5日後_1時間後	1時間後
PP2782	4	10	PP2782-B	そうだったんだ。飼うなら犬のほうがいいかな。	私は犬派です。	5時間後_5日後_1時間後	1時間後
PP2782	4	11	PP2782-A	同志ですね！最近は猫派が多いのでうれしいです。今度保護犬の会があるので、いってみたらどうでしょう？		5時間後_5日後_1時間後	1時間後
PP2782	4	12	PP2782-B	検討するね、ペットがいたら釣り以外の趣味ができそうだしね。		5時間後_5日後_1時間後	1時間後
PP2782	5	1	PP2782-A	ふあー、昨日夜更かししてしまったのでちょっと眠たいですね。		5時間後_5日後_1時間後_1日後	1日後
PP2782	5	2	PP2782-B	お疲れさまでした。今日はお仕事はお休みだったの？		5時間後_5日後_1時間後_1日後	1日後
PP2782	5	3	PP2782-A	昨日から連休なんです。ゲームばっかりしてました。あなたは退職されたってことですが、規則正しい生活してますか？		5時間後_5日後_1時間後_1日後	1日後
PP2782	5	4	PP2782-B	そうだったんですか。私は定年退職後も健康のためになるべく規則正しい生活をこころがけてますよ。その方が頭皮のためになるらしいので。		5時間後_5日後_1時間後_1日後	1日後
PP2782	5	5	PP2782-A	なるほど。やっぱりまだ髪の毛って気になりますか？私も将来心配だな。		5時間後_5日後_1時間後_1日後	1日後
PP2782	5	6	PP2782-B	気になりますよ。若い頃は薄くなってきたらスキンヘッドにしてやると思ってたんですが、いざ薄くなるとね。そんなことできないです。		5時間後_5日後_1時間後_1日後	1日後
PP2782	5	7	PP2782-A	そんなもんなんですね。私も仕事が忙しすぎる時はちょっとストレスで抜け毛が。ちょっと心配になります。		5時間後_5日後_1時間後_1日後	1日後
PP2782	5	8	PP2782-B	最近は薄毛治療なんてあるみたいですけどね、ここまで進行しちゃったらもう手が付けられないみたいです。		5時間後_5日後_1時間後_1日後	1日後
PP2782	5	9	PP2782-A	あはは。いや、失礼しました！私も他人事ではないですので、今からなんかケアを考えてみます。		5時間後_5日後_1時間後_1日後	1日後
PP2782	5	10	PP2782-B	早めの病院がオススメとCMで行っていましたよ。でも一番はストレスをためないように気を付けて下さいね。		5時間後_5日後_1時間後_1日後	1日後
PP2782	5	11	PP2782-A	そうですね。歯も髪の毛も、若いうちに対処は大事なんだってよく分かりました。		5時間後_5日後_1時間後_1日後	1日後
PP2782	5	12	PP2782-B	髪も歯も一生モノですからね。お互い大切にしていきましょう。		5時間後_5日後_1時間後_1日後	1日後
PP2811	1	1	PP2811-A	こんにちは。すっかり寒くなりましたね。調子はどうですか？			
PP2811	1	2	PP2811-B	こんにちはー！寒い中、お庭の手入れに熱中してたせいで、ちょっと風邪気味よ。あなたは元気にやってる？	私は庭の手入れに熱中しています。私は風邪気味です。		
PP2811	1	3	PP2811-A	はい。元気です。最近エステティシャンとして働き始めたんですよ！	私はエステティシャンとして働き始めました。		
PP2811	1	4	PP2811-B	すごいじゃない！頑張ったのね。もともと、なりたかった職なの？			
PP2811	1	5	PP2811-A	はい！今はネイリストの資格の取ろうと頑張っています！	私はネイリストの資格を取りたいです。		
PP2811	1	6	PP2811-B	夢が尽きないって素晴らしいことよ。私はノンビリ田舎暮らしを満喫してるわ。おっとりしてるから、こういうのが合ってるみたい。	私は田舎暮らしを楽しんでいます。私はおっとりしています。		
PP2811	1	7	PP2811-A	そうなんですね。わたし岩手生まれなんで、田舎暮らしもやっぱりいいなと思いますよ。	私は岩手で生まれました。		
PP2811	1	8	PP2811-B	あら、分かってくれて嬉しいわ！都会は住んだことが無いけど、家も狭いらしいし、そういうのは苦手なの。			
PP2811	1	9	PP2811-A	確かに家賃が高いから家は狭くなりますね！熱帯魚を飼ってるんですが、水槽で部屋が結構埋まっちゃってます。	私は熱帯魚を飼っています。私は部屋が水槽でいっぱいです。		
PP2811	1	10	PP2811-B	そんなに飼ってるの？ご家族は何も言わないの？			
PP2811	1	11	PP2811-A	一人暮らしなので、自由にやってます。でももうちょっと減らさないとかな。	私は一人暮らしです。		
PP2811	1	12	PP2811-B	そうね。熱帯魚も良いけど、早く、いい人見つけてね！			
PP2811	2	1	PP2811-A	久しぶりー。あれからまた増えちゃったよ。	私は熱帯魚を買い足しました。	7日後	7日後
PP2811	2	2	PP2811-B	え、もしかして、熱帯魚また増えちゃったの？		7日後	7日後
PP2811	2	3	PP2811-A	そうそう。減らさないとって思ってたけど、やっぱり可愛くてねー。		7日後	7日後
PP2811	2	4	PP2811-B	え、てことはさ、水槽も増えちゃった？		7日後	7日後
PP2811	2	5	PP2811-A	ううん、もうこれ以上は流石に水槽増やせないや。自由気ままって最高ですね！		7日後	7日後
PP2811	2	6	PP2811-B	よかった。私狭い所が大の苦手だから、あれ以上部屋が水槽で埋め尽くされたのかと思ってびっくりしちゃった。	私は狭い所が大の苦手です。	7日後	7日後
PP2811	2	7	PP2811-A	きっと狭くて驚いちゃうと思いますよ。あなたは何も飼ってないの？		7日後	7日後
PP2811	2	8	PP2811-B	わたしはね、生き物は飼っていないんだけど、ガーデニングをしているの。	私は何も飼っていません。私はガーデニングをしています。	7日後	7日後
PP2811	2	9	PP2811-A	ガーデニングって結構大変って聞きますよ。好きなんですか？		7日後	7日後
PP2811	2	10	PP2811-B	好きなのよ。田舎暮らしでできる趣味って少ないのよね。		7日後	7日後
PP2811	2	11	PP2811-A	まあ分かりますよ。わたしも田舎生まれなんでね。熱帯魚はどうですか？	私は田舎生まれです。	7日後	7日後
PP2811	2	12	PP2811-B	わたしにも飼えるなら育ててみようかしら？		7日後	7日後
PP2811	3	1	PP2811-A	こんにちは。仕事も落ち着いてきて、最近はよく読書をしてるんですよ。	私はよく読書をします。	7日後_6日後	6日後
PP2811	3	2	PP2811-B	久しぶりね。どんな本を読んでるのかしら？		7日後_6日後	6日後
PP2811	3	3	PP2811-A	宮沢賢治の本ばっかり読んでます、好きなんですよね。あなたは好きな作家はいます？	私は宮沢賢治の本が好きです。	7日後_6日後	6日後
PP2811	3	4	PP2811-B	そうね、小説はあんまり読まないのだけれど。画集なんかは好きよ、綺麗なものをみると癒されない？	私は画集をみるのが好きです。	7日後_6日後	6日後
PP2811	3	5	PP2811-A	わかります。私も飼っている熱帯魚を見るととても癒されますから。	私は熱帯魚を飼っています。	7日後_6日後	6日後
PP2811	3	6	PP2811-B	あなたの話聞いてから、先日アクアショップに行ってきたの。まだ飼ってないけれど、魚を飼うのもいいなって思えてきたわ。	私は先日アクアショップに行きました。	7日後_6日後	6日後
PP2811	3	7	PP2811-A	それは嬉しいですね！気になる魚は何かいましたか？		7日後_6日後	6日後
PP2811	3	8	PP2811-B	名前が難しくって覚えられなかったのだけど、ヒレがひらひらしていて小さい魚が可愛いくって。お勧めはあったりする？		7日後_6日後	6日後
PP2811	3	9	PP2811-A	いいですね。おすすめしたい魚たくさんあるので、リストにして送りますよ！		7日後_6日後	6日後
PP2811	3	10	PP2811-B	助かるわ。出来るだけ初心者でも飼いやすいのをお願いね！	私は魚を飼ってみたいです。	7日後_6日後	6日後
PP2811	3	11	PP2811-A	わかりました。早速リスト作りに取り掛かりますね！		7日後_6日後	6日後
PP2811	3	12	PP2811-B	はーい、ありがとう。楽しみに待っているわね。		7日後_6日後	6日後
PP2811	4	1	PP2811-A	お待たせしました。リスト出来上がりました！		7日後_6日後_7時間後	7時間後
PP2811	4	2	PP2811-B	仕事早い！私にも飼いやすそうなの見つかりました？		7日後_6日後_7時間後	7時間後
PP2811	4	3	PP2811-A	はい。ばっちり、何個か候補を上げたのでまたお時間あるときに目を通しといてください。		7日後_6日後_7時間後	7時間後
PP2811	4	4	PP2811-B	ありがとう。ところで魚の餌やりって、毎日じゃないと駄目かしら？わたし、おっとりしてるからあげ忘れてしまいそうなのが不安。	私はおっとりしています。	7日後_6日後_7時間後	7時間後
PP2811	4	5	PP2811-A	わたしもエステティシャンの仕事が忙しくて餌やり忘れちゃうことあるけど、みんなぴんぴんしてるよ。	私はエステで働いていますが、忙しい時、魚の餌やりを忘れます。	7日後_6日後_7時間後	7時間後
PP2811	4	6	PP2811-B	それなら良かったわ。それにしてもこんなに面倒見がいいのに、なんで良い人が見つからないのか、私は不思議よ。		7日後_6日後_7時間後	7時間後
PP2811	4	7	PP2811-A	あはは、なんででしょう。宮沢賢治の本を持ち歩いてる不思議ちゃん呼ばわりをされたことがあるから、そういうのが原因なのかな？	私は宮沢賢治の本を持ち歩き、不思議ちゃんと見られました。	7日後_6日後_7時間後	7時間後
PP2811	4	8	PP2811-B	宮沢賢治の本は、子供の頃に読んだけど素敵な物語じゃない！なんで不思議ちゃんになるの？		7日後_6日後_7時間後	7時間後
PP2811	4	9	PP2811-A	わたしもわかんないです。見た目は普通だと思うんだけどなぁ。	私は見た目は普通だと思っています。	7日後_6日後_7時間後	7時間後
PP2811	4	10	PP2811-B	エステティシャンやってるから、むしろお肌の調子は普通よりも良さそうだけど。		7日後_6日後_7時間後	7時間後
PP2811	4	11	PP2811-A	うん、職業柄見た目には気を使ってるんだけどね。もうどうにもならなかったら、諦めて一人で生きていこうかな？	私は見た目には気を遣います。私は最悪の場合は1人で生きます。	7日後_6日後_7時間後	7時間後
PP2811	4	12	PP2811-B	そんな先を急がないで。私みたいに大らかに構えてたら、きっとあなたの良さに気づいてくれる人が現れるわ。	私は大らかに物事を構えています。	7日後_6日後_7時間後	7時間後
PP2811	5	1	PP2811-A	さっきふと思ったんですけど、癒しが欲しいならクラゲなんてどうですか？キレイだし女性に人気らしいですから。		7日後_6日後_7時間後_4時間後	4時間後
PP2811	5	2	PP2811-B	クラゲ！まったく想像もしたことがなかったわ。お世話って難しいのかしら。		7日後_6日後_7時間後_4時間後	4時間後
PP2811	5	3	PP2811-A	種類によっては１日一回の餌だけでいいらしいので、そんなに手間じゃないですよ。私も水族館行くと、クラゲコーナーで見入っちゃいます。お値段は少しするかもしれませんが、大丈夫ですか？		7日後_6日後_7時間後_4時間後	4時間後
PP2811	5	4	PP2811-B	ちょっと考えてみるわ。田舎だから水族館ないし、クラゲ自体ずっと見てないわ。		7日後_6日後_7時間後_4時間後	4時間後
PP2811	5	5	PP2811-A	水族館で見ちゃうと、中華料理でクラゲ料理が出てくると、ちょっと食べるのに罪悪感があります。あ、私中華料理が好きでよく食べに行くんですよ。		7日後_6日後_7時間後_4時間後	4時間後
PP2811	5	6	PP2811-B	クラゲ料理確かに食べづらいわね。中華料理のなかでは、何が一番好きなの？		7日後_6日後_7時間後_4時間後	4時間後
PP2811	5	7	PP2811-A	シンプルな中華?が好きです。あれを食べると岩手を思い出して落ち着くんですよね。あなたの好きな料理は何ですか？		7日後_6日後_7時間後_4時間後	4時間後
PP2811	5	8	PP2811-B	中華麺いいわね。私は田舎料理が一番好き。特に野菜がいいわね。		7日後_6日後_7時間後_4時間後	4時間後
PP2811	5	9	PP2811-A	お野菜も美味しいですよね。家庭菜園で何か育ててるんですか？		7日後_6日後_7時間後_4時間後	4時間後
PP2811	5	10	PP2811-B	今は何も植えてないから、そろそろ何か植えないとね。		7日後_6日後_7時間後_4時間後	4時間後
PP2811	5	11	PP2811-A	豊作だったら、おすそ分けいただけると嬉しいです。なんて、厚かましいですかね。		7日後_6日後_7時間後_4時間後	4時間後
PP2811	5	12	PP2811-B	いいわよ、夏になればたくさん野菜採れるから送ってあげる。		7日後_6日後_7時間後_4時間後	4時間後
PP2831	1	1	PP2831-A	どうも！今日はいい天気で、ドライブ日和でしたね！			
PP2831	1	2	PP2831-B	そうですね！わたしが住んでいる東日本も快晴でした！	私は東日本に住んでいます。		
PP2831	1	3	PP2831-A	私は人が多いところが苦手で、よくドライブして山でキャンプしたりするんだけど、あなたは何して遊んだりする？	私は人が多い所が苦手です。私はドライブやキャンプをします。		
PP2831	1	4	PP2831-B	わたしは新卒入社したばかりで、余裕が無くてまだ出かけたりしていないんですよ。キャンプ楽しそうですね。	私は新卒入社したばかりです。		
PP2831	1	5	PP2831-A	最近はアウトドア・レジャーがブームだから、グランピングもオススメだよ。徳島に移住してから、かなりの回数、やってるんだ。	私は徳島に移住しました。私はグランピングを何度もしました。		
PP2831	1	6	PP2831-B	徳島に住んでいるんですね！いつも寝不足で困っているんですが、体を動かしたら疲れてよく眠れそうですね。	私は徳島に住んでいます。私はいつも寝不足です。		
PP2831	1	7	PP2831-A	うん、絶対そうだと思う。でも、平日はキャリアコンサルをしてるから、屋内で座り仕事なんだよ。	私はキャリアコンサルをしています。私はデスクワークです。		
PP2831	1	8	PP2831-B	そうなんですね。我慢強い性格だから、座るのには耐えられそうだな。でも難しそうなお仕事ですね。	私は我慢強い性格です。		
PP2831	1	9	PP2831-A	そうでもないよ。基本的に、クライアントと1対1で接することができるから、多くの人に囲まれることもないしね。			
PP2831	1	10	PP2831-B	なるほど。あなたにピッタリのお仕事なんですね。			
PP2831	1	11	PP2831-A	ええ、まあ、そうなりますね！今度、一緒にグランピングでもどうですか？もし興味がおありなら。			
PP2831	1	12	PP2831-B	興味あります！ぜひ行きましょう！			
PP2831	2	1	PP2831-A	グランピングの件だけど、徳島周辺でどうかな？遠すぎる？		2時間後	2時間後
PP2831	2	2	PP2831-B	東日本に今住んでるから少し遠いかも。でも有給使えば行けそうですよ！	私は東日本に住んでいます。	2時間後	2時間後
PP2831	2	3	PP2831-A	じゃあ有給使えるときで。田舎であれば、中間地点でもいいけどね。とりあえず人が少なければ。		2時間後	2時間後
PP2831	2	4	PP2831-B	お気遣いありがとう。でも気晴らしに徳島辺りまで行きますよ。その代わり新卒入社した今の会社の愚痴を聞いてください。	私は今の会社を新卒で入りました。私は会社での不満があります。	2時間後	2時間後
PP2831	2	5	PP2831-A	お、どうしたんだい？なんでも聞くよ。		2時間後	2時間後
PP2831	2	6	PP2831-B	すっごく怖い先輩がいるんです。我慢強いわたしでも、もう我慢できなさそうです。	私は我慢強いです。	2時間後	2時間後
PP2831	2	7	PP2831-A	嫌な先輩に当たったんだね。じゃあやっぱり逃避行しなきゃだね！		2時間後	2時間後
PP2831	2	8	PP2831-B	その先輩のことを考えると眠れなくなって毎日寝不足なんです。早くグランピングに行って現実逃避がしたいです。	私は毎日寝不足です。私は現実逃避がしたいです。	2時間後	2時間後
PP2831	2	9	PP2831-A	それは大変だね。なんだか心配だから迎えに行こうかな。そうしたらドライブがてら話もできるし！		2時間後	2時間後
PP2831	2	10	PP2831-B	助かります。あなたもお仕事で困ることとかあるんですか？		2時間後	2時間後
PP2831	2	11	PP2831-A	キャリアコンサルタントだからね。相手の要望に合わせるのが大変な時もあるよ。	私はキャリアコンサルタントです。	2時間後	2時間後
PP2831	2	12	PP2831-B	そうなんですね。参考になります。		2時間後	2時間後
PP2831	3	1	PP2831-A	その後、仕事はどう？ちゃんと寝られてる？		2時間後_5日後	5日後
PP2831	3	2	PP2831-B	まあまあですね。仕事以外のプライベートも充実させたいなって思って、最近は友達と会う時間も作ってます。	私は友達と会うようにしています。	2時間後_5日後	5日後
PP2831	3	3	PP2831-A	お、それはいいね！友達とはどんなことをして過ごしてるの？		2時間後_5日後	5日後
PP2831	3	4	PP2831-B	最近はどちらかの家で宅飲みっていうのが多いです。次の日も仕事ですからね、あなたはお酒は飲まれますか？	私はよく宅飲みをします。	2時間後_5日後	5日後
PP2831	3	5	PP2831-A	飲む飲む！大好きだよ。特に屋外で飲むビールは最高だね！	私はお酒を飲むのが大好きです。	2時間後_5日後	5日後
PP2831	3	6	PP2831-B	屋外！キャンプでですね？探してみたら私の住んでいる近くにもキャンプ場がありましたよ。	私の居住地の近くにはキャンプ場があります。	2時間後_5日後	5日後
PP2831	3	7	PP2831-A	いいね！住んでるのは東日本のあたりだよね？車で迎えに行くから行ってみようよ！		2時間後_5日後	5日後
PP2831	3	8	PP2831-B	いいんですかー？でも来てもらえるとありがたいです。長距離の運転はあんまり経験がまだないんですよね。	私は長距離の運転をしたことがないです。	2時間後_5日後	5日後
PP2831	3	9	PP2831-A	ドライブ大好きだからさ！長距離運転できるなんて、逆に嬉しいよ。	私はドライブが大好きです。	2時間後_5日後	5日後
PP2831	3	10	PP2831-B	ありがとうございます。それでは私のほうは食べ物、飲み物を用意しておきますね。他にも何か要りますか？		2時間後_5日後	5日後
PP2831	3	11	PP2831-A	ありがとう！必要な道具は全部持って行くから、任せてよ。楽しみだなあ。		2時間後_5日後	5日後
PP2831	3	12	PP2831-B	分かりました！それではこちらも、有給が取れるか確認してまた連絡しますね。		2時間後_5日後	5日後
PP2831	4	1	PP2831-A	さっきは聞き忘れたけど、ドライブでどこに行きたい？		2時間後_5日後_5時間後	5時間後
PP2831	4	2	PP2831-B	おすすめの場所に連れてってほしいくらいです。恥ずかしいことにあまり知らないもので。		2時間後_5日後_5時間後	5時間後
